candidate	AUROC	AUPRC	balanced_accuracy	mean_fold_AUROC	min_fold_AUROC	n_samples	n_responders	n_nonresponders
0.20*base+0.80*(0.35*pct__PLA2G2D+0.65*z__PIK3CD)	0.7608422375864237	0.6906161023228166	0.6836895034569453	0.6952772373825006	0.532967032967033	117	43	74
0.35*base+0.65*(0.80*pct__PLA2G2D+0.20*rz__PIK3CD)	0.7608422375864236	0.6460583712055159	0.5714959145191703	0.7114937693885062	0.5934065934065933	117	43	74
0.35*base+0.65*(0.80*pct__PLA2G2D+0.20*z__PIK3CD)	0.7608422375864236	0.6460583712055159	0.5714959145191703	0.7114937693885062	0.5934065934065933	117	43	74
0.65*base+0.35*(0.20*pct__PLA2G2D+0.80*pct__PIK3CD)	0.7605279698302954	0.6961647931737486	0.6593337523570082	0.7140771509192562	0.6043956043956044	117	43	74
0.35*base+0.65*(0.65*z__PLA2G2D+0.35*rz__PIK3CD)	0.7592708988057825	0.6476324179648896	0.6458202388434946	0.7040725356514829	0.5824175824175823	117	43	74
0.35*base+0.65*(0.65*z__PLA2G2D+0.35*z__PIK3CD)	0.7592708988057825	0.6476324179648896	0.6458202388434946	0.7040725356514829	0.5824175824175823	117	43	74
0.35*base+0.65*(0.65*rz__PLA2G2D+0.35*rz__PIK3CD)	0.7592708988057825	0.6434711313988988	0.6439346323067253	0.7048699838173521	0.5824175824175823	117	43	74
0.35*base+0.65*(0.65*rz__PLA2G2D+0.35*z__PIK3CD)	0.7592708988057825	0.6434711313988988	0.6439346323067253	0.7048699838173521	0.5824175824175823	117	43	74
0.50*base+0.50*(0.65*z__PLA2G2D+0.35*pct__PIK3CD)	0.7586423632935262	0.6587705963525794	0.6409490886235072	0.708143902880745	0.5989010989010989	117	43	74
0.50*base+0.50*(0.80*rz__PLA2G2D+0.20*pct__PIK3CD)	0.7580138277812696	0.6420636961441961	0.6198931489629164	0.7230249282880862	0.6428571428571428	117	43	74
0.20*base+0.80*(0.20*pct__PLA2G2D+0.80*rz__PIK3CD)	0.757071024512885	0.6916457847636326	0.6517913262099309	0.6960250276039751	0.5384615384615384	117	43	74
0.20*base+0.80*(0.20*pct__PLA2G2D+0.80*z__PIK3CD)	0.757071024512885	0.6916457847636326	0.6517913262099309	0.6960250276039751	0.5384615384615384	117	43	74
0.35*base+0.65*(0.80*rz__PLA2G2D+0.20*rz__PIK3CD)	0.7567567567567567	0.6303717840339569	0.7148020113136393	0.7149966992072255	0.6098901098901098	117	43	74
0.35*base+0.65*(0.80*rz__PLA2G2D+0.20*z__PIK3CD)	0.7567567567567567	0.6303717840339569	0.7148020113136393	0.7149966992072255	0.6098901098901098	117	43	74
0.20*base+0.80*(0.35*rz__PLA2G2D+0.65*rz__PIK3CD)	0.7564424890006285	0.685692910465089	0.6653048397234445	0.6911678964310543	0.5274725274725274	117	43	74
0.20*base+0.80*(0.35*rz__PLA2G2D+0.65*z__PIK3CD)	0.7564424890006285	0.685692910465089	0.6653048397234445	0.6911678964310543	0.5274725274725274	117	43	74
0.50*base+0.50*(0.80*z__PLA2G2D+0.20*pct__PIK3CD)	0.7564424890006285	0.6447584567057294	0.6015084852294155	0.7238223764539554	0.6428571428571428	117	43	74
0.50*base+0.50*(0.50*z__PLA2G2D+0.50*pct__PIK3CD)	0.7561282212445003	0.6688537982924134	0.6593337523570082	0.7109177372335266	0.5879120879120878	117	43	74
0.20*base+0.80*(0.65*z__PLA2G2D+0.35*rz__PIK3CD)	0.7558139534883721	0.6592987868528464	0.6255499685732244	0.7042746726957253	0.5659340659340659	117	43	74
0.20*base+0.80*(0.65*z__PLA2G2D+0.35*z__PIK3CD)	0.7558139534883721	0.6592987868528464	0.6255499685732244	0.7042746726957253	0.5659340659340659	117	43	74
0.35*base+0.65*(0.80*z__PLA2G2D+0.20*rz__PIK3CD)	0.7558139534883721	0.6573193838540509	0.6607479572595851	0.7118069065437487	0.6098901098901098	117	43	74
0.35*base+0.65*(0.80*z__PLA2G2D+0.20*z__PIK3CD)	0.7558139534883721	0.6573193838540509	0.6607479572595851	0.7118069065437487	0.6098901098901098	117	43	74
0.50*base+0.50*(0.65*rz__PLA2G2D+0.35*pct__PIK3CD)	0.7558139534883721	0.6475477600631119	0.6015084852294155	0.708143902880745	0.5989010989010989	117	43	74
0.20*base+0.80*(0.65*pct__PLA2G2D+0.35*rz__PIK3CD)	0.7551854179761156	0.6710231379246512	0.6112507856693903	0.7049652102283681	0.5714285714285714	117	43	74
0.20*base+0.80*(0.65*pct__PLA2G2D+0.35*z__PIK3CD)	0.7551854179761156	0.6710231379246512	0.6112507856693903	0.7049652102283681	0.5714285714285714	117	43	74
0.35*base+0.65*(0.80*pct__PLA2G2D+0.20*pct__PIK3CD)	0.7551854179761156	0.6424345634082134	0.587994971715902	0.7180223285486442	0.6153846153846153	117	43	74
0.20*base+0.80*(0.65*rz__PLA2G2D+0.35*rz__PIK3CD)	0.7551854179761156	0.6353660590978307	0.6731615336266499	0.7010848800322483	0.5659340659340659	117	43	74
0.20*base+0.80*(0.65*rz__PLA2G2D+0.35*z__PIK3CD)	0.7551854179761156	0.6353660590978307	0.6731615336266499	0.7010848800322483	0.5659340659340659	117	43	74
0.35*base+0.65*(0.65*pct__PLA2G2D+0.35*pct__PIK3CD)	0.7548711502199874	0.6491911076066508	0.642049025769956	0.7081246239140976	0.5879120879120878	117	43	74
0.20*base+0.80*(0.35*z__PLA2G2D+0.65*rz__PIK3CD)	0.7545568824638591	0.6889836998700528	0.623664362036455	0.6943576890945312	0.5274725274725274	117	43	74
0.20*base+0.80*(0.35*z__PLA2G2D+0.65*z__PIK3CD)	0.7545568824638591	0.6889836998700528	0.623664362036455	0.6943576890945312	0.5274725274725274	117	43	74
0.35*base+0.65*(0.50*pct__PLA2G2D+0.50*pct__PIK3CD)	0.754242614707731	0.6854293344856516	0.6604336895034569	0.711924917188075	0.5769230769230769	117	43	74
0.20*base+0.80*(0.50*z__PLA2G2D+0.50*rz__PIK3CD)	0.754242614707731	0.6827137950081762	0.6604336895034569	0.6911030489977859	0.521978021978022	117	43	74
0.20*base+0.80*(0.50*z__PLA2G2D+0.50*z__PIK3CD)	0.754242614707731	0.6827137950081762	0.6604336895034569	0.6911030489977859	0.521978021978022	117	43	74
0.50*base+0.50*(0.50*rz__PLA2G2D+0.50*pct__PIK3CD)	0.7536140791954745	0.6605385599556672	0.669076052796983	0.7069304964041806	0.5879120879120878	117	43	74
0.20*base+0.80*(0.50*rz__PLA2G2D+0.50*rz__PIK3CD)	0.7532998114393463	0.6442854522505035	0.6450345694531741	0.6871158081684398	0.521978021978022	117	43	74
0.20*base+0.80*(0.50*rz__PLA2G2D+0.50*z__PIK3CD)	0.7532998114393463	0.6442854522505035	0.6450345694531741	0.6871158081684398	0.521978021978022	117	43	74
0.50*base+0.50*(0.35*z__PLA2G2D+0.65*pct__PIK3CD)	0.752985543683218	0.6966647491829029	0.6739472030169704	0.7099485310011625	0.5879120879120879	117	43	74
0.50*base+0.50*(0.35*rz__PLA2G2D+0.65*pct__PIK3CD)	0.7526712759270898	0.6665028019337431	0.6525769956002514	0.7091510828352933	0.5879120879120879	117	43	74
0.20*base+0.80*(0.20*rz__PLA2G2D+0.80*rz__PIK3CD)	0.7517284726587051	0.6862600353126589	0.6777184160905091	0.6892867366551577	0.5274725274725275	117	43	74
0.20*base+0.80*(0.20*rz__PLA2G2D+0.80*z__PIK3CD)	0.7517284726587051	0.6862600353126589	0.6777184160905091	0.6892867366551577	0.5274725274725275	117	43	74
0.20*base+0.80*(0.20*z__PLA2G2D+0.80*rz__PIK3CD)	0.7504714016341922	0.6883931629364312	0.6777184160905091	0.6860969439916809	0.5274725274725275	117	43	74
0.20*base+0.80*(0.20*z__PLA2G2D+0.80*z__PIK3CD)	0.7504714016341922	0.6883931629364312	0.6777184160905091	0.6860969439916809	0.5274725274725275	117	43	74
0.35*base+0.65*(0.80*z__PLA2G2D+0.20*pct__PIK3CD)	0.7495285983658077	0.6514350112948597	0.6191074795725959	0.7151187993293256	0.6153846153846154	117	43	74
0.35*base+0.65*(0.80*rz__PLA2G2D+0.20*pct__PIK3CD)	0.7492143306096796	0.6271217483698093	0.6693903205531113	0.7135239029975873	0.6153846153846154	117	43	74
0.50*base+0.50*(0.20*pct__PLA2G2D+0.80*pct__PIK3CD)	0.748585795097423	0.6982910973570209	0.6825895663104966	0.6992037202563518	0.5659340659340659	117	43	74
0.20*base+0.80*(0.65*pct__PLA2G2D+0.35*pct__PIK3CD)	0.7460716530483973	0.6699689940983234	0.6150219987429291	0.7066746119377698	0.5714285714285714	117	43	74
0.50*base+0.50*(0.20*rz__PLA2G2D+0.80*pct__PIK3CD)	0.745757385292269	0.6969312696465663	0.6968887492143305	0.705430826483458	0.5769230769230769	117	43	74
0.20*base+0.80*(0.80*rz__PLA2G2D+0.20*rz__PIK3CD)	0.7454431175361408	0.6195631742414605	0.6412633563796355	0.7028591291749186	0.5714285714285714	117	43	74
0.20*base+0.80*(0.80*rz__PLA2G2D+0.20*z__PIK3CD)	0.7454431175361408	0.6195631742414605	0.6412633563796355	0.7028591291749186	0.5714285714285714	117	43	74
0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*pct__PIK3CD)	0.7451288497800126	0.6879922355583276	0.6709616593337524	0.6994707047338626	0.554945054945055	117	43	74
0.35*base+0.65*(0.65*rz__PLA2G2D+0.35*pct__PIK3CD)	0.7451288497800126	0.6341563293637784	0.6517913262099309	0.7074989338147232	0.5879120879120878	117	43	74
0.50*base+0.50*(0.20*z__PLA2G2D+0.80*pct__PIK3CD)	0.7448145820238844	0.6997901611872447	0.6968887492143305	0.7038359301517195	0.5769230769230769	117	43	74
0.35*base+0.65*(0.65*z__PLA2G2D+0.35*pct__PIK3CD)	0.7445003142677562	0.6404764909094807	0.6323067253299811	0.7067014856488539	0.5879120879120878	117	43	74
0.35*base+0.65*(0.50*z__PLA2G2D+0.50*pct__PIK3CD)	0.7438717787554996	0.6744340913358099	0.647705845380264	0.7043395201289938	0.5714285714285714	117	43	74
0.20*base+0.80*(0.80*pct__PLA2G2D+0.20*rz__PIK3CD)	0.7438717787554996	0.6271026340065693	0.6055939660590823	0.7054956739167265	0.5824175824175823	117	43	74
0.20*base+0.80*(0.80*pct__PLA2G2D+0.20*z__PIK3CD)	0.7438717787554996	0.6271026340065693	0.6055939660590823	0.7054956739167265	0.5824175824175823	117	43	74
0.20*base+0.80*(0.50*pct__PLA2G2D+0.50*pct__PIK3CD)	0.7435575109993714	0.6709730124746829	0.6901319924575738	0.6975171027802607	0.543956043956044	117	43	74
0.35*base+0.65*(0.50*rz__PLA2G2D+0.50*pct__PIK3CD)	0.741357636706474	0.6420536283959724	0.6623192960402262	0.7011497274655168	0.5714285714285714	117	43	74
0.20*base+0.80*(0.80*z__PLA2G2D+0.20*rz__PIK3CD)	0.7407291011942175	0.6249283764951443	0.6150219987429291	0.7020616810090493	0.5714285714285714	117	43	74
0.20*base+0.80*(0.80*z__PLA2G2D+0.20*z__PIK3CD)	0.7407291011942175	0.6249283764951443	0.6150219987429291	0.7020616810090493	0.5714285714285714	117	43	74
0.35*base+0.65*(0.35*rz__PLA2G2D+0.65*pct__PIK3CD)	0.737272155876807	0.6812286173150799	0.7047454431175362	0.7050797156060313	0.5714285714285714	117	43	74
0.35*base+0.65*(0.35*z__PLA2G2D+0.65*pct__PIK3CD)	0.7366436203645506	0.6863853276459737	0.7077309868007542	0.7042822674401621	0.5714285714285714	117	43	74
0.20*base+0.80*(0.80*pct__PLA2G2D+0.20*pct__PIK3CD)	0.7357008170961659	0.6211375182178274	0.6055939660590823	0.7045264676843624	0.5824175824175823	117	43	74
0.20*base+0.80*(0.65*z__PLA2G2D+0.35*pct__PIK3CD)	0.7338152105593966	0.64745509761566	0.642049025769956	0.7001729264887159	0.5659340659340659	117	43	74
0.20*base+0.80*(0.65*rz__PLA2G2D+0.35*pct__PIK3CD)	0.7335009428032684	0.6264294098627796	0.6247642991829039	0.7001729264887159	0.5659340659340659	117	43	74
0.20*base+0.80*(0.80*rz__PLA2G2D+0.20*pct__PIK3CD)	0.7335009428032684	0.6125400860542909	0.6191074795725959	0.6990512411565043	0.5769230769230769	117	43	74
0.35*base+0.65*(0.20*pct__PLA2G2D+0.80*pct__PIK3CD)	0.7331866750471402	0.6817255758091555	0.701759899434318	0.6969066021697601	0.554945054945055	117	43	74
0.20*base+0.80*(0.50*z__PLA2G2D+0.50*pct__PIK3CD)	0.7325581395348837	0.6761539794154369	0.6728472658705217	0.6940334519281888	0.5384615384615384	117	43	74
0.20*base+0.80*(0.80*z__PLA2G2D+0.20*pct__PIK3CD)	0.7325581395348837	0.6244628931164883	0.6577624135763671	0.705430826483458	0.5769230769230769	117	43	74
0.20*base+0.80*(0.35*pct__PLA2G2D+0.65*pct__PIK3CD)	0.7291011942174732	0.6662186783333129	0.6623192960402262	0.6860396913028491	0.5274725274725274	117	43	74
0.35*base+0.65*(0.20*rz__PLA2G2D+0.80*pct__PIK3CD)	0.7281583909490886	0.6796885473015929	0.6912319296040226	0.6982345140239877	0.5659340659340659	117	43	74
0.35*base+0.65*(0.20*z__PLA2G2D+0.80*pct__PIK3CD)	0.727215587680704	0.6828089984454274	0.6814896291640478	0.6982345140239877	0.5659340659340659	117	43	74
0.20*base+0.80*(0.50*rz__PLA2G2D+0.50*pct__PIK3CD)	0.725958516656191	0.6297793559534859	0.6458202388434946	0.687653866601235	0.5384615384615384	117	43	74
0.20*base+0.80*(0.35*rz__PLA2G2D+0.65*pct__PIK3CD)	0.7218730358265242	0.663977839650019	0.6758328095537398	0.6914693493640861	0.5384615384615384	117	43	74
0.20*base+0.80*(0.35*z__PLA2G2D+0.65*pct__PIK3CD)	0.7206159648020113	0.6766599803668567	0.6758328095537398	0.6882795567006093	0.5384615384615384	117	43	74
0.20*base+0.80*(0.20*pct__PLA2G2D+0.80*pct__PIK3CD)	0.7149591451917033	0.6663004354654897	0.6758328095537398	0.6881153933785512	0.5439560439560439	117	43	74
0.20*base+0.80*(0.20*z__PLA2G2D+0.80*pct__PIK3CD)	0.7089880578252672	0.6674371190773073	0.6796040226272784	0.6887679571890098	0.5604395604395604	117	43	74
0.20*base+0.80*(0.20*rz__PLA2G2D+0.80*pct__PIK3CD)	0.7077309868007543	0.6609640303001822	0.6488057825267128	0.6863756126914021	0.5604395604395604	117	43	74
